Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""search_ord_from_bo/input__userPwd (1)""), ""w11JizTPrrG9r5NfjDZfNA=="")",Chrome 71.0.3578.98,,2019-01-31 13:09:47,2019-01-31 13:09:47,0.189s,PASSED
"click(findTestObject(""search_ord_from_bo/a_LOGIN (1)""))",Chrome 71.0.3578.98,,2019-01-31 13:09:47,2019-01-31 13:09:47,0.073s,PASSED
"click(findTestObject(""search_ord_from_bo/a_ (1)""))",Chrome 71.0.3578.98,,2019-01-31 13:09:47,2019-01-31 13:09:49,1.146s,PASSED
"click(findTestObject(""search_ord_from_bo/a_E-Infra (1)""))",Chrome 71.0.3578.98,,2019-01-31 13:09:49,2019-01-31 13:09:49,0.583s,PASSED
"click(findTestObject(""search_ord_from_bo/b_E (1)""))",Chrome 71.0.3578.98,,2019-01-31 13:09:49,2019-01-31 13:09:50,1.041s,PASSED
"setText(findTestObject(""search_ord_from_bo/input__salestrNm""), ""성수점"")",Chrome 71.0.3578.98,,2019-01-31 13:09:50,2019-01-31 13:09:50,0.286s,PASSED
"selectOptionByValue(findTestObject(""search_ord_from_bo/select_(2034)""), ""2034|성수점"", false)",Chrome 71.0.3578.98,,2019-01-31 13:09:50,2019-01-31 13:09:51,0.159s,PASSED
"selectOptionByValue(findTestObject(""search_ord_from_bo/select_""), ""20"", true)",Chrome 71.0.3578.98,,2019-01-31 13:09:51,2019-01-31 13:09:51,0.159s,PASSED
out.println(ord_no),Chrome 71.0.3578.98,,2019-01-31 13:09:51,2019-01-31 13:09:51,0.003s,PASSED
"setText(findTestObject(""search_ord_from_bo/textarea""), ord_no)",Chrome 71.0.3578.98,,2019-01-31 13:09:51,2019-01-31 13:09:51,0.187s,PASSED
"click(findTestObject(""search_ord_from_bo/searchBtn""))",Chrome 71.0.3578.98,,2019-01-31 13:09:51,2019-01-31 13:09:51,0.167s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-31 13:09:51,2019-01-31 13:09:53,2.001s,PASSED
"click(findTestObject(""search_ord_from_bo/checkbox""))",Chrome 71.0.3578.98,,2019-01-31 13:09:53,2019-01-31 13:09:53,0.143s,PASSED
"click(findTestObject(""search_ord_from_bo/pickgDircProcBtn""))",Chrome 71.0.3578.98,,2019-01-31 13:09:53,2019-01-31 13:09:53,0.189s,PASSED
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-31 13:09:53,2019-01-31 13:09:53,0.011s,PASSED
acceptAlert(),Chrome 71.0.3578.98,,2019-01-31 13:09:53,2019-01-31 13:09:53,0.016s,PASSED
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-31 13:09:53,2019-01-31 13:09:54,0.525s,PASSED
acceptAlert(),Chrome 71.0.3578.98,,2019-01-31 13:09:54,2019-01-31 13:09:54,0.006s,PASSED
