Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
cancel_order,Chrome 71.0.3578.98,,2019-01-31 13:10:45,2019-01-31 13:11:07,22.437s,FAILED
,,,,,,
Test Cases/ssg_login,Chrome 71.0.3578.98,,2019-01-31 13:10:45,2019-01-31 13:11:00,14.727s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-31 13:10:45,2019-01-31 13:10:55,9.448s,PASSED
"navigateToUrl(""http://qa-www.ssg.com/"")",Chrome 71.0.3578.98,,2019-01-31 13:10:55,2019-01-31 13:10:58,2.693s,PASSED
"txt_login_btn = getText(findTestObject(""order/a_""))",Chrome 71.0.3578.98,,2019-01-31 13:10:58,2019-01-31 13:10:58,0.169s,PASSED
"if (txt_login_btn == ""로그인"")",Chrome 71.0.3578.98,,2019-01-31 13:10:58,2019-01-31 13:11:00,2.113s,PASSED
,,,,,,
Test Cases/ssg_cancel,Chrome 71.0.3578.98,,2019-01-31 13:11:00,2019-01-31 13:11:06,6.235s,FAILED
"navigateToUrl(""https://qa-pay.ssg.com/myssg/orderInfo.ssg?viewType=Ssg"")",Chrome 71.0.3578.98,,2019-01-31 13:11:00,2019-01-31 13:11:05,4.804s,PASSED
"click(findTestObject(""Object Repository/cancel/button_ (1)""))",Chrome 71.0.3578.98,,2019-01-31 13:11:05,2019-01-31 13:11:05,0.453s,PASSED
"click(findTestObject(""Object Repository/cancel/label_""))",Chrome 71.0.3578.98,,2019-01-31 13:11:05,2019-01-31 13:11:06,0.172s,PASSED
"waitForElementVisible(findTestObject(""cancel/label_ (1)""), 5)",Chrome 71.0.3578.98,,2019-01-31 13:11:06,2019-01-31 13:11:06,0.091s,PASSED
"click(findTestObject(""Object Repository/cancel/label_ (1)""))",Chrome 71.0.3578.98,,2019-01-31 13:11:06,2019-01-31 13:11:06,0.419s,FAILED
